#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,prediction,combined_score
RPS26,RPS12,1853363,1843234,9606.ENSP00000348849,9606.ENSP00000230050,0,0,0,0,0.894,0.997,0.9,0.336,0,0.999
PSMC1,PSMD8,1844882,1842478,9606.ENSP00000261303,9606.ENSP00000215071,0,0,0,0,0.491,0.999,0.9,0.677,0,0.999
PSMD2,PSMD3,1849263,1845579,9606.ENSP00000310129,9606.ENSP00000264639,0,0,0,0,0.824,0.998,0.9,0.564,0,0.999
PSMA6,PSMB3,1844920,1843022,9606.ENSP00000261479,9606.ENSP00000225426,0,0,0,0,0.547,0.999,0.9,0.653,0,0.999
RICTOR,RPS6KB1,1853522,1843035,9606.ENSP00000349959,9606.ENSP00000225577,0,0,0,0,0,0.974,0,0.987,0,0.999
RPS27A,RPS12,1846244,1843234,9606.ENSP00000272317,9606.ENSP00000230050,0,0,0,0,0.94,0.998,0.9,0.213,0,0.999
PSMD13,PSMD2,1859976,1849263,9606.ENSP00000396937,9606.ENSP00000310129,0,0,0,0,0.21,0.999,0.9,0.598,0,0.999
RPS28,RPS27A,1864786,1846244,9606.ENSP00000472469,9606.ENSP00000272317,0,0,0,0,0.873,0.992,0.9,0.231,0,0.999
PSMD11,PSMD7,1844971,1842741,9606.ENSP00000261712,9606.ENSP00000219313,0,0,0,0,0.277,0.999,0.9,0.761,0,0.999
PSMA1,PSMB4,1861079,1847239,9606.ENSP00000414359,9606.ENSP00000290541,0,0,0,0,0.784,0.999,0.9,0.695,0,0.999
RPS19,RPS8,1864285,1858412,9606.ENSP00000470004,9606.ENSP00000379888,0,0,0,0,0.95,0.999,0.9,0.701,0,0.999
RPS21,RPS15A,1852991,1850066,9606.ENSP00000345957,9606.ENSP00000318646,0,0,0,0,0.975,0.998,0.9,0.256,0,0.999
PSMD1,PSMA3,1849179,1842599,9606.ENSP00000309474,9606.ENSP00000216455,0,0,0,0,0.154,0.996,0.9,0.551,0,0.999
EXOSC6,EXOSC5,1860092,1842821,9606.ENSP00000398597,9606.ENSP00000221233,0,0,0.389,0,0.288,0.98,0.9,0.935,0,0.999
RPS24,RPS16,1861076,1844060,9606.ENSP00000414321,9606.ENSP00000251453,0,0,0,0,0.84,0.999,0.9,0.459,0,0.999
PSMD14,PSMC3,1859182,1847998,9606.ENSP00000386541,9606.ENSP00000298852,0,0,0,0,0.713,0.999,0.9,0.637,0,0.999
FAU,RPS15A,1861888,1850066,9606.ENSP00000431822,9606.ENSP00000318646,0,0,0,0,0.938,0.997,0.9,0.297,0,0.999
RPS13,RPS20,1862013,1861789,9606.ENSP00000435777,9606.ENSP00000429374,0,0,0,0,0.971,0.999,0.9,0.639,0,0.999
MTOR,AKT1S1,1854147,1852495,9606.ENSP00000354558,9606.ENSP00000341698,0,0,0,0,0,0.999,0.9,0.949,0,0.999
GSK3B,AKT1,1850681,1846136,9606.ENSP00000324806,9606.ENSP00000270202,0,0,0,0.632,0,0.999,0.9,0.986,0,0.999
SRC,CDH1,1853652,1844988,9606.ENSP00000350941,9606.ENSP00000261769,0,0,0,0,0,0.913,0.9,0.943,0,0.999
PSMC6,PSMC4,1860306,1842267,9606.ENSP00000401802,9606.ENSP00000157812,0,0,0.515,0.914,0.867,0.999,0.9,0.764,0,0.999
RPS3,RPS10,1861952,1853151,9606.ENSP00000433821,9606.ENSP00000347271,0,0,0,0,0.874,0.998,0.9,0.618,0,0.999
EXOSC1,EXOSC4,1855369,1849789,9606.ENSP00000359939,9606.ENSP00000315476,0,0,0,0,0.243,0.999,0.9,0.936,0,0.999
CDKN1A,CCND1,1843736,1843117,9606.ENSP00000244741,9606.ENSP00000227507,0,0,0,0,0,0.999,0.9,0.974,0,0.999
HSP90AA1,STIP1,1851814,1848791,9606.ENSP00000335153,9606.ENSP00000305958,0,0,0,0,0.939,0.999,0,0.99,0,0.999
ARPC2,ACTR3,1847604,1845311,9606.ENSP00000295685,9606.ENSP00000263238,0,0,0,0,0.157,0.999,0.9,0.907,0,0.999
EIF3B,EIF3F,1854079,1849251,9606.ENSP00000354125,9606.ENSP00000310040,0,0,0,0,0.322,0.999,0.9,0.693,0,0.999
ARPC4,ACTR2,1859328,1856793,9606.ENSP00000388169,9606.ENSP00000367220,0,0,0,0,0,0.999,0.9,0.936,0,0.999
PSMD13,PSMD6,1859976,1847640,9606.ENSP00000396937,9606.ENSP00000295901,0,0,0,0,0.739,0.999,0.9,0.712,0,0.999
PSMC1,PSMA4,1844882,1842214,9606.ENSP00000261303,9606.ENSP00000044462,0,0,0,0,0.695,0.997,0.9,0.517,0,0.999
RPS20,RPS4X,1861789,1855955,9606.ENSP00000429374,9606.ENSP00000362744,0,0,0,0,0.964,0.999,0.9,0.255,0,0.999
PSMD12,PSMC1,1853297,1844882,9606.ENSP00000348442,9606.ENSP00000261303,0,0,0,0,0.74,0.998,0.9,0.669,0,0.999
FAU,RPS6,1861888,1857216,9606.ENSP00000431822,9606.ENSP00000369757,0,0,0,0,0.975,0.999,0.9,0.186,0,0.999
RB1,CDK6,1845924,1845799,9606.ENSP00000267163,9606.ENSP00000265734,0,0,0,0,0,0.998,0.9,0.966,0,0.999
PTPN1,GRB2,1855520,1852164,9606.ENSP00000360683,9606.ENSP00000339007,0,0,0,0,0,0.965,0.9,0.925,0,0.999
PPP3CA,PPP3R1,1858236,1843394,9606.ENSP00000378323,9606.ENSP00000234310,0,0,0.243,0,0.119,0.999,0.9,0.981,0,0.999
HC3,PSMB5,1862989,1854354,9606.ENSP00000455744,9606.ENSP00000355325,0,0,0.218,0,0.669,0.999,0.72,0.738,0,0.999
RPSA,RPS11,1853012,1846167,9606.ENSP00000346067,9606.ENSP00000270625,0.066,0,0,0,0.924,0.985,0.9,0.457,0,0.999
PSMC3,PSMA5,1847998,1846187,9606.ENSP00000298852,9606.ENSP00000271308,0,0,0,0,0.488,0.995,0.9,0.565,0,0.999
PSMD2,PSMD7,1849263,1842741,9606.ENSP00000310129,9606.ENSP00000219313,0,0,0,0,0.293,0.999,0.9,0.483,0,0.999
EIF3A,EIF3G,1854958,1844198,9606.ENSP00000358140,9606.ENSP00000253108,0,0,0,0,0.257,0.999,0.9,0.803,0,0.999
PSMC2,PSMD3,1847374,1845579,9606.ENSP00000292644,9606.ENSP00000264639,0,0,0,0,0.677,0.997,0.9,0.475,0,0.999
PSMC6,PSMD12,1860306,1853297,9606.ENSP00000401802,9606.ENSP00000348442,0,0,0,0,0.658,0.999,0.9,0.584,0,0.999
RPS15A,RPS27A,1850066,1846244,9606.ENSP00000318646,9606.ENSP00000272317,0,0,0,0,0.975,0.998,0.9,0.378,0,0.999
MTOR,RPTOR,1854147,1848942,9606.ENSP00000354558,9606.ENSP00000307272,0,0,0,0,0.168,0.999,0.9,0.996,0,0.999
FAU,RPS29,1861888,1858354,9606.ENSP00000431822,9606.ENSP00000379339,0,0,0,0,0.952,0.997,0.9,0.446,0,0.999
BTRC,CUL1,1855188,1850867,9606.ENSP00000359206,9606.ENSP00000326804,0,0,0,0,0.072,0.999,0.9,0.868,0,0.999
RPS14,RPS16,1849373,1844060,9606.ENSP00000311028,9606.ENSP00000251453,0.462,0,0,0,0.975,0.999,0.9,0.753,0,0.999
PSMD14,PSMA3,1859182,1842599,9606.ENSP00000386541,9606.ENSP00000216455,0,0,0,0,0.289,0.998,0.9,0.278,0,0.999
RPS3A,RPS12,1853009,1843234,9606.ENSP00000346050,9606.ENSP00000230050,0,0,0,0,0.975,0.999,0.9,0.321,0,0.999
RPS4X,RPS27A,1855955,1846244,9606.ENSP00000362744,9606.ENSP00000272317,0,0,0,0,0.956,0.996,0.9,0.137,0,0.999
RPS24,RPS6,1861076,1857216,9606.ENSP00000414321,9606.ENSP00000369757,0.129,0,0,0,0.674,0.999,0.9,0.388,0,0.999
RPS4X,RPS11,1855955,1846167,9606.ENSP00000362744,9606.ENSP00000270625,0.462,0,0,0,0.854,0.999,0.9,0.517,0,0.999
PSMB6,PSMC1,1846162,1844882,9606.ENSP00000270586,9606.ENSP00000261303,0,0,0,0,0.53,0.972,0.9,0.464,0,0.999
PSMD12,PSMB4,1853297,1847239,9606.ENSP00000348442,9606.ENSP00000290541,0,0,0,0,0.269,0.997,0.9,0.431,0,0.999
EXOSC10,EXOSC4,1856580,1849789,9606.ENSP00000366135,9606.ENSP00000315476,0,0,0,0,0,0.999,0.9,0.869,0,0.999
EXOSC6,EXOSC9,1860092,1857072,9606.ENSP00000398597,9606.ENSP00000368984,0.462,0,0.379,0,0.2,0.991,0.9,0.879,0,0.999
RPS20,RPS15A,1861789,1850066,9606.ENSP00000429374,9606.ENSP00000318646,0.462,0,0,0,0.948,0.999,0.9,0.591,0,0.999
PSMD4,PSMD10,1854905,1842679,9606.ENSP00000357879,9606.ENSP00000217958,0,0,0,0,0,0.998,0.9,0.362,0,0.999
PSMA6,PSMD8,1844920,1842478,9606.ENSP00000261479,9606.ENSP00000215071,0,0,0,0,0.511,0.997,0.9,0.256,0,0.999
PSMD2,PSMC4,1849263,1842267,9606.ENSP00000310129,9606.ENSP00000157812,0,0,0,0,0.399,0.999,0.9,0.509,0,0.999
RPS8,RPS29,1858412,1858354,9606.ENSP00000379888,9606.ENSP00000379339,0,0,0,0,0.893,0.999,0.9,0.633,0,0.999
PSMD12,PSMD8,1853297,1842478,9606.ENSP00000348442,9606.ENSP00000215071,0,0,0,0,0.216,0.998,0.9,0.873,0,0.999
PSMB6,PSMB1,1846162,1845087,9606.ENSP00000270586,9606.ENSP00000262193,0,0,0,0.652,0.909,0.982,0.9,0.792,0,0.999
PSMD4,PSMD11,1854905,1844971,9606.ENSP00000357879,9606.ENSP00000261712,0,0,0,0,0.247,0.999,0.9,0.717,0,0.999
SRC,STAT3,1853652,1845584,9606.ENSP00000350941,9606.ENSP00000264657,0,0,0,0,0,0.996,0.9,0.981,0,0.999
PSMB2,PSMA2,1855861,1842974,9606.ENSP00000362334,9606.ENSP00000223321,0,0,0,0,0.975,0.999,0.9,0.757,0,0.999
RPS8,RPS15A,1858412,1850066,9606.ENSP00000379888,9606.ENSP00000318646,0,0,0,0,0.958,0.999,0.9,0.594,0,0.999
RPS10,RPS14,1853151,1849373,9606.ENSP00000347271,9606.ENSP00000311028,0,0,0,0,0.865,0.998,0.9,0.61,0,0.999
PSMD3,PSMA6,1845579,1844920,9606.ENSP00000264639,9606.ENSP00000261479,0,0,0,0,0.239,0.997,0.9,0.358,0,0.999
PSMA3,PSMA4,1842599,1842214,9606.ENSP00000216455,9606.ENSP00000044462,0,0,0.425,0.765,0.736,0.999,0.9,0.868,0,0.999
PSMC1,PSMD10,1844882,1842679,9606.ENSP00000261303,9606.ENSP00000217958,0,0,0,0,0,0.999,0.9,0.846,0,0.999
PSMB4,PSMB1,1847239,1845087,9606.ENSP00000290541,9606.ENSP00000262193,0,0,0,0,0.97,0.997,0.9,0.78,0,0.999
PSMD13,PSMC3,1859976,1847998,9606.ENSP00000396937,9606.ENSP00000298852,0,0,0,0,0.483,0.999,0.9,0.538,0,0.999
CUL4A,RBX1,1856298,1842568,9606.ENSP00000364589,9606.ENSP00000216225,0,0,0,0,0,0.999,0.9,0.889,0,0.999
RPS6,RPS21,1857216,1852991,9606.ENSP00000369757,9606.ENSP00000345957,0,0,0,0,0.949,0.997,0.9,0.34,0,0.999
RPS13,RPS12,1862013,1843234,9606.ENSP00000435777,9606.ENSP00000230050,0.277,0,0,0,0.975,0.999,0.9,0.635,0,0.999
PRKDC,AKT1,1849621,1846136,9606.ENSP00000313420,9606.ENSP00000270202,0,0,0,0,0,0.869,0.9,0.958,0,0.999
CCNB1,CDKN1A,1844435,1843736,9606.ENSP00000256442,9606.ENSP00000244741,0,0,0,0,0,0.997,0.9,0.949,0,0.999
EXOSC8,EXOSC4,1857848,1849789,9606.ENSP00000374354,9606.ENSP00000315476,0.462,0,0.507,0,0.179,0.995,0.9,0.909,0,0.999
JUN,MAPK8,1855436,1853988,9606.ENSP00000360266,9606.ENSP00000353483,0,0,0,0,0,0.999,0.9,0.996,0,0.999
PSMB1,PSMC4,1845087,1842267,9606.ENSP00000262193,9606.ENSP00000157812,0,0,0,0,0.766,0.995,0.9,0.317,0,0.999
RPS7,RPS16,1852173,1844060,9606.ENSP00000339095,9606.ENSP00000251453,0,0,0,0,0.975,0.998,0.9,0.392,0,0.999
PSMD11,PSMA2,1844971,1842974,9606.ENSP00000261712,9606.ENSP00000223321,0,0,0,0,0.115,0.998,0.9,0.436,0,0.999
HC3,PSMA3,1862989,1842599,9606.ENSP00000455744,9606.ENSP00000216455,0,0,0.211,0.808,0.733,0.999,0.72,0.879,0,0.999
PSMC1,PSMA3,1844882,1842599,9606.ENSP00000261303,9606.ENSP00000216455,0,0,0,0,0.578,0.998,0.9,0.518,0,0.999
HC3,PSMA5,1862989,1846187,9606.ENSP00000455744,9606.ENSP00000271308,0,0,0.448,0.854,0.897,0.999,0.72,0.751,0,0.999
RPS19,RPS4X,1864285,1855955,9606.ENSP00000470004,9606.ENSP00000362744,0,0,0,0,0.959,0.999,0.9,0.404,0,0.999
RPS3,RPS14,1861952,1849373,9606.ENSP00000433821,9606.ENSP00000311028,0.462,0,0,0,0.975,0.999,0.9,0.717,0,0.999
RPS20,RPS21,1861789,1852991,9606.ENSP00000429374,9606.ENSP00000345957,0,0,0,0,0.965,0.998,0.9,0.541,0,0.999
PSMD13,PSMB4,1859976,1847239,9606.ENSP00000396937,9606.ENSP00000290541,0,0,0,0,0.289,0.99,0.9,0.488,0,0.999
PSMD2,PSMD6,1849263,1847640,9606.ENSP00000310129,9606.ENSP00000295901,0,0,0,0,0.46,0.999,0.9,0.266,0,0.999
PSMA1,PSMB5,1861079,1854354,9606.ENSP00000414359,9606.ENSP00000355325,0,0,0,0,0.702,0.999,0.9,0.775,0,0.999
PSMD3,PSMC1,1845579,1844882,9606.ENSP00000264639,9606.ENSP00000261303,0,0,0,0,0.847,0.998,0.9,0.566,0,0.999
RPS13,RPS26,1862013,1853363,9606.ENSP00000435777,9606.ENSP00000348849,0,0,0,0,0.952,0.998,0.9,0.326,0,0.999
RPS19,FAU,1864285,1861888,9606.ENSP00000470004,9606.ENSP00000431822,0,0,0,0,0.939,0.997,0.9,0.275,0,0.999
RPSA,RPS14,1853012,1849373,9606.ENSP00000346067,9606.ENSP00000311028,0.397,0,0,0,0.975,0.996,0.9,0.405,0,0.999
RPS6,RPS6KB1,1857216,1843035,9606.ENSP00000369757,9606.ENSP00000225577,0,0,0,0,0,0.943,0.9,0.993,0,0.999
HSP90AB1,STIP1,1850780,1848791,9606.ENSP00000325875,9606.ENSP00000305958,0,0,0,0,0.939,0.993,0,0.912,0,0.999
EXOSC9,EXOSC4,1857072,1849789,9606.ENSP00000368984,9606.ENSP00000315476,0.462,0,0.422,0,0.2,0.999,0.9,0.874,0,0.999
PSMD6,PSMD7,1847640,1842741,9606.ENSP00000295901,9606.ENSP00000219313,0,0,0,0,0.679,0.999,0.9,0.742,0,0.999
RPS28,RPS3A,1864786,1853009,9606.ENSP00000472469,9606.ENSP00000346050,0,0,0,0,0.935,0.997,0.9,0.509,0,0.999
PSMA5,PSMB1,1846187,1845087,9606.ENSP00000271308,9606.ENSP00000262193,0,0,0.402,0,0.94,0.997,0.9,0.847,0,0.999
RPS19,RPS21,1864285,1852991,9606.ENSP00000470004,9606.ENSP00000345957,0,0,0,0,0.975,0.998,0.9,0.416,0,0.999
EXOSC1,EXOSC5,1855369,1842821,9606.ENSP00000359939,9606.ENSP00000221233,0,0,0,0,0.344,0.999,0.9,0.938,0,0.999
HC3,PSMB1,1862989,1845087,9606.ENSP00000455744,9606.ENSP00000262193,0,0,0.244,0,0.911,0.999,0.72,0.883,0,0.999
PSMA1,PSMA2,1861079,1842974,9606.ENSP00000414359,9606.ENSP00000223321,0,0,0.32,0.833,0.894,0.999,0.9,0.864,0,0.999
CUL2,TCEB1,1862282,1846927,9606.ENSP00000444856,9606.ENSP00000284811,0,0,0,0,0,0.999,0.9,0.784,0,0.999
PSMB2,PSMD7,1855861,1842741,9606.ENSP00000362334,9606.ENSP00000219313,0,0,0,0,0.337,0.995,0.9,0.359,0,0.999
PSMA5,PSMB3,1846187,1843022,9606.ENSP00000271308,9606.ENSP00000225426,0,0,0,0,0.945,0.997,0.9,0.769,0,0.999
PSMB4,PSMB3,1847239,1843022,9606.ENSP00000290541,9606.ENSP00000225426,0,0,0,0,0.94,0.999,0.9,0.815,0,0.999
GSK3B,AXIN1,1850681,1845118,9606.ENSP00000324806,9606.ENSP00000262320,0,0,0,0,0,0.999,0.9,0.982,0,0.999
PSMA1,PSMB6,1861079,1846162,9606.ENSP00000414359,9606.ENSP00000270586,0,0,0,0,0.847,0.998,0.9,0.716,0,0.999
RPS15,RPS21,1863987,1852991,9606.ENSP00000467676,9606.ENSP00000345957,0,0,0,0,0.975,0.988,0.9,0.503,0,0.999
MTOR,MAPKAP1,1854147,1845827,9606.ENSP00000354558,9606.ENSP00000265960,0,0,0,0,0,0.999,0.9,0.969,0,0.999
PSMD14,PSMD1,1859182,1849179,9606.ENSP00000386541,9606.ENSP00000309474,0,0,0,0,0.184,0.999,0.9,0.62,0,0.999
RPS29,RPS7,1858354,1852173,9606.ENSP00000379339,9606.ENSP00000339095,0,0,0,0,0.938,0.997,0.9,0.448,0,0.999
PSMD4,PSMB1,1854905,1845087,9606.ENSP00000357879,9606.ENSP00000262193,0,0,0,0,0.569,0.998,0.9,0.31,0,0.999
PSMB5,PSMC1,1854354,1844882,9606.ENSP00000355325,9606.ENSP00000261303,0,0,0,0,0.543,0.984,0.9,0.563,0,0.999
PSMB1,PSMA2,1845087,1842974,9606.ENSP00000262193,9606.ENSP00000223321,0,0,0.244,0,0.937,0.999,0.9,0.885,0,0.999
CTNNB1,LEF1,1852818,1845704,9606.ENSP00000344456,9606.ENSP00000265165,0,0,0,0,0,0.999,0.9,0.983,0,0.999
RPS4X,RPS2,1855955,1852518,9606.ENSP00000362744,9606.ENSP00000341885,0.462,0,0,0,0.971,0.999,0.9,0.234,0,0.999
PSMB5,PSMB1,1854354,1845087,9606.ENSP00000355325,9606.ENSP00000262193,0,0,0,0.657,0.872,0.999,0.9,0.767,0,0.999
BCAR1,PTPN1,1859585,1855520,9606.ENSP00000391669,9606.ENSP00000360683,0,0,0,0,0,0.992,0.9,0.918,0,0.999
EIF3B,EIF3D,1854079,1842561,9606.ENSP00000354125,9606.ENSP00000216190,0,0,0,0,0.734,0.996,0.9,0.863,0,0.999
EXOSC8,EXOSC1,1857848,1855369,9606.ENSP00000374354,9606.ENSP00000359939,0,0,0,0,0.176,0.997,0.9,0.925,0,0.999
PSMB2,PSMB5,1855861,1854354,9606.ENSP00000362334,9606.ENSP00000355325,0,0,0,0,0.975,0.999,0.9,0.9,0,0.999
PSMC5,PSMD3,1849313,1845579,9606.ENSP00000310572,9606.ENSP00000264639,0,0,0,0,0.701,0.999,0.9,0.549,0,0.999
RPS13,RPS3,1862013,1861952,9606.ENSP00000435777,9606.ENSP00000433821,0,0,0,0,0.975,0.999,0.9,0.721,0,0.999
PSMB6,PSMB3,1846162,1843022,9606.ENSP00000270586,9606.ENSP00000225426,0,0,0,0.689,0.863,0.999,0.9,0.788,0,0.999
RPS4X,RPS12,1855955,1843234,9606.ENSP00000362744,9606.ENSP00000230050,0,0,0,0,0.939,0.999,0.9,0.164,0,0.999
RPS11,RPS12,1846167,1843234,9606.ENSP00000270625,9606.ENSP00000230050,0,0,0,0,0.832,0.999,0.9,0.547,0,0.999
ARPC4,ARPC5,1859328,1853912,9606.ENSP00000388169,9606.ENSP00000352918,0,0,0,0,0.675,0.999,0.72,0.937,0,0.999
RPS14,RPS11,1849373,1846167,9606.ENSP00000311028,9606.ENSP00000270625,0.462,0,0.274,0,0.934,0.999,0.9,0.73,0,0.999
RPS28,FAU,1864786,1861888,9606.ENSP00000472469,9606.ENSP00000431822,0,0,0,0,0.937,0.997,0.9,0.435,0,0.999
EIF3M,EIF3B,1862022,1854079,9606.ENSP00000436049,9606.ENSP00000354125,0,0,0,0,0.622,0.996,0.9,0.297,0,0.999
RPS24,RPS14,1861076,1849373,9606.ENSP00000414321,9606.ENSP00000311028,0,0,0,0,0.532,0.999,0.9,0.557,0,0.999
RPS26,RPS23,1853363,1847772,9606.ENSP00000348849,9606.ENSP00000296674,0,0,0,0,0.896,0.998,0.9,0.733,0,0.999
CCND3,CDKN1B,1855798,1843169,9606.ENSP00000362082,9606.ENSP00000228872,0,0,0,0,0,0.998,0.8,0.951,0,0.999
RPS28,RPS2,1864786,1852518,9606.ENSP00000472469,9606.ENSP00000341885,0,0,0,0,0.738,0.998,0.9,0.579,0,0.999
PSMD2,PSMD10,1849263,1842679,9606.ENSP00000310129,9606.ENSP00000217958,0,0,0,0,0,0.995,0.9,0,0,0.999
RPS6,RPS2,1857216,1852518,9606.ENSP00000369757,9606.ENSP00000341885,0,0,0,0,0.974,0.999,0.9,0.548,0,0.999
PSMD1,PSMC4,1849179,1842267,9606.ENSP00000309474,9606.ENSP00000157812,0,0,0,0,0.185,0.999,0.9,0.906,0,0.999
PSMC2,PSMA5,1847374,1846187,9606.ENSP00000292644,9606.ENSP00000271308,0,0,0,0,0.665,0.995,0.9,0.487,0,0.999
PSMD4,PSMB3,1854905,1843022,9606.ENSP00000357879,9606.ENSP00000225426,0,0,0,0,0.452,0.993,0.9,0.46,0,0.999
MTOR,RPS6KB1,1854147,1843035,9606.ENSP00000354558,9606.ENSP00000225577,0,0,0,0,0,0.999,0.9,0.996,0,0.999
PSMD6,PSMB7,1847640,1844696,9606.ENSP00000295901,9606.ENSP00000259457,0,0,0,0,0.509,0.992,0.9,0.236,0,0.999
PSMA1,PSMD2,1861079,1849263,9606.ENSP00000414359,9606.ENSP00000310129,0,0,0,0,0.095,0.994,0.9,0.334,0,0.999
PSMB6,PSMD7,1846162,1842741,9606.ENSP00000270586,9606.ENSP00000219313,0,0,0,0,0.182,0.974,0.9,0.634,0,0.999
PSMB7,PSMB3,1844696,1843022,9606.ENSP00000259457,9606.ENSP00000225426,0,0,0,0,0.756,0.999,0.9,0.751,0,0.999
CTNNB1,CCND1,1852818,1843117,9606.ENSP00000344456,9606.ENSP00000227507,0,0,0,0,0,0.809,0.9,0.963,0,0.999
RPS20,RPS7,1861789,1852173,9606.ENSP00000429374,9606.ENSP00000339095,0,0,0,0,0.965,0.997,0.9,0.547,0,0.999
EXOSC9,EXOSC2,1857072,1855666,9606.ENSP00000368984,9606.ENSP00000361433,0.462,0,0.232,0,0.474,0.999,0.9,0.832,0,0.999
PSMC5,PSMA4,1849313,1842214,9606.ENSP00000310572,9606.ENSP00000044462,0,0,0,0,0.683,0.996,0.9,0.387,0,0.999
FBXW7,CCNE1,1846740,1845190,9606.ENSP00000281708,9606.ENSP00000262643,0,0,0,0,0.065,0.999,0,0.908,0,0.999
RPS26,RPS2,1853363,1852518,9606.ENSP00000348849,9606.ENSP00000341885,0,0,0,0,0.899,0.997,0.9,0.407,0,0.999
HSP90AA1,AHSA1,1851814,1842603,9606.ENSP00000335153,9606.ENSP00000216479,0,0,0,0,0.754,0.999,0,0.984,0,0.999
EIF3H,EIF3A,1861812,1854958,9606.ENSP00000429931,9606.ENSP00000358140,0,0,0,0,0.168,0.999,0.9,0.537,0,0.999
CUL3,RBX1,1845542,1842568,9606.ENSP00000264414,9606.ENSP00000216225,0,0,0,0,0,0.999,0.9,0.888,0,0.999
PSMD4,PSMB7,1854905,1844696,9606.ENSP00000357879,9606.ENSP00000259457,0,0,0,0,0.591,0.997,0.9,0.226,0,0.999
PSMC5,PSMB7,1849313,1844696,9606.ENSP00000310572,9606.ENSP00000259457,0,0,0,0,0.536,0.992,0.9,0.404,0,0.999
PSMB10,PSMD6,1853696,1847640,9606.ENSP00000351314,9606.ENSP00000295901,0,0,0,0,0.509,0.986,0.9,0.202,0,0.999
PSMC6,PSMA3,1860306,1842599,9606.ENSP00000401802,9606.ENSP00000216455,0,0,0,0,0.455,0.99,0.9,0.489,0,0.999
SRC,CBL,1853652,1845465,9606.ENSP00000350941,9606.ENSP00000264033,0,0,0,0,0,0.999,0.9,0.833,0,0.999
PSMD4,PSMB6,1854905,1846162,9606.ENSP00000357879,9606.ENSP00000270586,0,0,0,0,0.729,0.989,0.9,0.49,0,0.999
RPS6,RPS10,1857216,1853151,9606.ENSP00000369757,9606.ENSP00000347271,0,0,0,0,0.827,0.992,0.9,0.656,0,0.999
TGFBR1,SMAD2,1856216,1845079,9606.ENSP00000364133,9606.ENSP00000262160,0,0,0,0,0,0.996,0.9,0.992,0,0.999
RPS3,RPS4X,1861952,1855955,9606.ENSP00000433821,9606.ENSP00000362744,0.462,0,0,0,0.975,0.999,0.9,0.361,0,0.999
RPS3A,RPS23,1853009,1847772,9606.ENSP00000346050,9606.ENSP00000296674,0,0,0,0,0.96,0.999,0.9,0.362,0,0.999
CCNA2,RB1,1846354,1845924,9606.ENSP00000274026,9606.ENSP00000267163,0,0,0,0,0.082,0.997,0.9,0.684,0,0.999
RPS15,RPS15A,1863987,1850066,9606.ENSP00000467676,9606.ENSP00000318646,0.462,0,0,0,0.975,0.997,0.9,0.465,0,0.999
PSMC5,PSMB3,1849313,1843022,9606.ENSP00000310572,9606.ENSP00000225426,0,0,0,0,0.444,0.991,0.9,0.441,0,0.999
PSMD4,PSMC3,1854905,1847998,9606.ENSP00000357879,9606.ENSP00000298852,0,0,0,0,0.437,0.999,0.9,0.64,0,0.999
RPS21,RPS16,1852991,1844060,9606.ENSP00000345957,9606.ENSP00000251453,0,0,0,0,0.975,0.999,0.9,0.413,0,0.999
PSMB4,PSMB7,1847239,1844696,9606.ENSP00000290541,9606.ENSP00000259457,0,0,0,0,0.738,0.999,0.9,0.75,0,0.999
CDK4,CDKN1B,1844551,1843169,9606.ENSP00000257904,9606.ENSP00000228872,0,0,0,0,0,0.999,0.9,0.974,0,0.999
PSMA1,PSMA7,1861079,1855365,9606.ENSP00000414359,9606.ENSP00000359910,0,0,0.412,0.842,0.873,0.999,0.9,0.679,0,0.999
PSMB10,PSMA2,1853696,1842974,9606.ENSP00000351314,9606.ENSP00000223321,0,0,0,0,0.739,0.999,0.72,0.589,0,0.999
PSMB10,PSMA3,1853696,1842599,9606.ENSP00000351314,9606.ENSP00000216455,0,0,0,0,0.467,0.978,0.9,0.485,0,0.999
EXOSC6,EXOSC4,1860092,1849789,9606.ENSP00000398597,9606.ENSP00000315476,0,0,0.475,0.719,0.112,0.989,0.9,0.924,0,0.999
PSMD6,PSMA2,1847640,1842974,9606.ENSP00000295901,9606.ENSP00000223321,0,0,0,0,0.736,0.999,0,0.28,0,0.999
PSMD12,PSMD3,1853297,1845579,9606.ENSP00000348442,9606.ENSP00000264639,0,0,0,0,0.736,0.999,0.9,0.888,0,0.999
PSMB5,PSMA4,1854354,1842214,9606.ENSP00000355325,9606.ENSP00000044462,0,0,0,0,0.736,0.999,0.9,0.58,0,0.999
PSMA7,PSMB6,1855365,1846162,9606.ENSP00000359910,9606.ENSP00000270586,0,0,0.243,0,0.752,0.997,0.9,0.64,0,0.999
PSMA5,PSMD8,1846187,1842478,9606.ENSP00000271308,9606.ENSP00000215071,0,0,0,0,0.737,0.998,0.9,0.204,0,0.999
PSMC2,PSMD8,1847374,1842478,9606.ENSP00000292644,9606.ENSP00000215071,0,0,0,0,0.288,0.999,0.9,0.6,0,0.999
RPS3A,RPS14,1853009,1849373,9606.ENSP00000346050,9606.ENSP00000311028,0,0,0,0,0.975,0.999,0.9,0.425,0,0.999
