#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,prediction,combined_score
PSMD9,PSMB3,1862152,1843022,9606.ENSP00000440485,9606.ENSP00000225426,0,0,0,0,0.065,0,0.9,0.467,0,0.945
MLST8,IRS1,1858459,1848682,9606.ENSP00000380313,9606.ENSP00000304895,0,0,0,0,0,0,0.9,0.478,0,0.945
IRS1,EGFR,1848682,1846445,9606.ENSP00000304895,9606.ENSP00000275493,0,0,0,0,0,0.237,0.8,0.669,0,0.945
PSMD2,CDK2,1849263,1845906,9606.ENSP00000310129,9606.ENSP00000266970,0,0,0,0,0,0.473,0.9,0.052,0,0.945
TCF7L2,JUN,1862284,1855436,9606.ENSP00000444972,9606.ENSP00000360266,0,0,0,0,0,0,0.9,0.478,0,0.945
PSMD2,RPS27A,1849263,1846244,9606.ENSP00000310129,9606.ENSP00000272317,0,0,0,0,0,0.361,0.9,0.204,0,0.944
EIF4E,EIF3E,1861659,1842805,9606.ENSP00000425561,9606.ENSP00000220849,0,0,0,0,0.096,0,0.9,0.435,0,0.944
INSR,RPS6KB1,1848574,1843035,9606.ENSP00000303830,9606.ENSP00000225577,0,0,0,0.62,0,0.251,0.9,0.771,0,0.944
PSMC6,CDK1,1860306,1858283,9606.ENSP00000401802,9606.ENSP00000378699,0,0,0,0,0,0.244,0.9,0.329,0,0.944
RPS13,EIF4E,1862013,1861659,9606.ENSP00000435777,9606.ENSP00000425561,0,0,0,0,0.118,0,0.9,0.419,0,0.944
RPS3,EIF3F,1861952,1849251,9606.ENSP00000433821,9606.ENSP00000310040,0,0,0,0,0.45,0,0.9,0.071,0,0.944
RPS2,EIF3G,1852518,1844198,9606.ENSP00000341885,9606.ENSP00000253108,0,0,0,0,0.464,0,0.9,0,0,0.944
SRC,PARD6A,1853652,1842735,9606.ENSP00000350941,9606.ENSP00000219255,0,0,0,0,0.078,0,0.9,0.449,0,0.944
IRS1,PXN,1848682,1843137,9606.ENSP00000304895,9606.ENSP00000228307,0,0,0,0,0,0,0.9,0.47,0,0.944
EIF3H,RPS6,1861812,1857216,9606.ENSP00000429931,9606.ENSP00000369757,0,0,0,0,0.449,0,0.9,0.055,0,0.943
BIRC5,CDK2,1848314,1845906,9606.ENSP00000301633,9606.ENSP00000266970,0,0,0,0,0.289,0.576,0,0.827,0,0.943
CDK2,PSMD3,1845906,1845579,9606.ENSP00000266970,9606.ENSP00000264639,0,0,0,0,0,0.461,0.9,0,0,0.943
CBL,NEDD8,1845465,1844012,9606.ENSP00000264033,9606.ENSP00000250495,0,0,0,0,0,0.226,0.9,0.329,0,0.943
RPS12,EIF3D,1843234,1842561,9606.ENSP00000230050,9606.ENSP00000216190,0,0,0,0,0.148,0.389,0.9,0,0,0.943
STAT3,CDKN1B,1845584,1843169,9606.ENSP00000264657,9606.ENSP00000228872,0,0,0,0,0,0,0,0.943,0,0.943
EIF3C,EIF4A1,1851492,1847443,9606.ENSP00000332604,9606.ENSP00000293831,0,0,0,0,0.114,0,0.9,0.409,0,0.943
RPS27A,SMAD2,1846244,1845079,9606.ENSP00000272317,9606.ENSP00000262160,0,0,0,0,0,0.448,0.9,0.052,0,0.943
EIF4A1,EIF3D,1847443,1842561,9606.ENSP00000293831,9606.ENSP00000216190,0,0,0,0,0.148,0,0.9,0.394,0,0.943
RPS13,EIF4G1,1862013,1852064,9606.ENSP00000435777,9606.ENSP00000338020,0,0,0,0,0,0,0.9,0.457,0,0.943
CUL2,RPS27A,1862282,1846244,9606.ENSP00000444856,9606.ENSP00000272317,0,0,0,0,0,0.348,0.9,0.197,0,0.943
EIF4A1,EIF3E,1847443,1842805,9606.ENSP00000293831,9606.ENSP00000220849,0,0,0,0,0.179,0,0.9,0.362,0,0.943
RPSA,EIF3D,1853012,1842561,9606.ENSP00000346067,9606.ENSP00000216190,0,0,0,0,0.446,0,0.9,0.063,0,0.943
PSMA5,PSMD10,1846187,1842679,9606.ENSP00000271308,9606.ENSP00000217958,0,0,0,0,0.113,0.1,0.9,0.37,0,0.943
EIF3F,EIF4A1,1849251,1847443,9606.ENSP00000310040,9606.ENSP00000293831,0,0,0,0,0.257,0,0.9,0.306,0,0.943
EIF3I,RPS5,1855943,1842374,9606.ENSP00000362688,9606.ENSP00000196551,0,0,0,0,0.46,0,0.9,0,0,0.943
EIF4E,EIF3G,1861659,1844198,9606.ENSP00000425561,9606.ENSP00000253108,0,0,0,0,0.135,0,0.9,0.404,0,0.943
MAPK8,PRKDC,1853988,1849621,9606.ENSP00000353483,9606.ENSP00000313420,0,0,0,0,0,0.576,0,0.87,0,0.943
PSMD9,PSMB1,1862152,1845087,9606.ENSP00000440485,9606.ENSP00000262193,0,0,0,0,0,0.186,0.9,0.35,0,0.942
BCAR1,IRS1,1859585,1848682,9606.ENSP00000391669,9606.ENSP00000304895,0,0,0,0,0,0,0.9,0.45,0,0.942
SKP1,PSMD7,1843292,1842741,9606.ENSP00000231487,9606.ENSP00000219313,0,0,0,0,0.094,0.363,0.9,0.121,0,0.942
BIRC5,STAT3,1848314,1845584,9606.ENSP00000301633,9606.ENSP00000264657,0,0,0,0,0,0,0,0.942,0,0.942
NCF2,AKT1,1854612,1846136,9606.ENSP00000356505,9606.ENSP00000270202,0,0,0,0,0,0,0,0.942,0,0.942
HC3,PSMD8,1862989,1842478,9606.ENSP00000455744,9606.ENSP00000215071,0,0,0,0,0.586,0.824,0,0.272,0,0.942
RPS15,EIF3H,1863987,1861812,9606.ENSP00000467676,9606.ENSP00000429931,0,0,0,0,0.434,0,0.9,0.061,0,0.942
AKT1S1,RPS6KB1,1852495,1843035,9606.ENSP00000341698,9606.ENSP00000225577,0,0,0,0,0,0,0.8,0.725,0,0.942
EIF3H,RPS4X,1861812,1855955,9606.ENSP00000429931,9606.ENSP00000362744,0,0,0,0,0.436,0,0.9,0.061,0,0.942
FOS,EGFR,1848822,1846445,9606.ENSP00000306245,9606.ENSP00000275493,0,0,0,0,0,0.751,0,0.777,0,0.942
EIF3H,RPSA,1861812,1853012,9606.ENSP00000429931,9606.ENSP00000346067,0,0,0,0,0.43,0,0.9,0.065,0,0.942
RPS15,EIF3B,1863987,1854079,9606.ENSP00000467676,9606.ENSP00000354125,0,0,0,0,0.348,0,0.9,0.17,0,0.941
RPS20,EIF4A1,1861789,1847443,9606.ENSP00000429374,9606.ENSP00000293831,0,0,0,0,0.409,0,0.9,0.093,0,0.941
PSMD9,PSMD14,1862152,1859182,9606.ENSP00000440485,9606.ENSP00000386541,0,0,0,0,0,0,0.9,0.443,0,0.941
BIRC5,EGFR,1848314,1846445,9606.ENSP00000301633,9606.ENSP00000275493,0,0,0,0,0,0,0,0.94,0,0.941
EIF3A,RPS10,1854958,1853151,9606.ENSP00000358140,9606.ENSP00000347271,0,0,0,0,0.113,0.389,0.9,0,0,0.941
EIF3B,RPS5,1854079,1842374,9606.ENSP00000354125,9606.ENSP00000196551,0,0,0,0,0.386,0,0.9,0.129,0,0.941
EIF3A,RPS12,1854958,1843234,9606.ENSP00000358140,9606.ENSP00000230050,0,0,0,0,0.114,0.389,0.9,0,0,0.941
TSC1,RPS6KB1,1847972,1843035,9606.ENSP00000298552,9606.ENSP00000225577,0,0,0,0,0,0.405,0,0.906,0,0.941
PXN,RPS6KB1,1843137,1843035,9606.ENSP00000228307,9606.ENSP00000225577,0,0,0,0,0,0,0.9,0.427,0,0.94
EIF3H,RPS3A,1861812,1853009,9606.ENSP00000429931,9606.ENSP00000346050,0,0,0,0,0.427,0,0.9,0.05,0,0.94
EIF3A,RPS15A,1854958,1850066,9606.ENSP00000358140,9606.ENSP00000318646,0,0,0,0,0.129,0.302,0.9,0.131,0,0.94
FOS,SIRT1,1848822,1842473,9606.ENSP00000306245,9606.ENSP00000212015,0,0,0,0,0,0.576,0,0.865,0,0.94
FKBP1A,SMAD2,1857423,1845079,9606.ENSP00000371138,9606.ENSP00000262160,0,0,0,0,0,0,0.9,0.433,0,0.94
EIF4A1,RPS5,1847443,1842374,9606.ENSP00000293831,9606.ENSP00000196551,0,0,0,0,0.284,0.067,0.9,0.213,0,0.94
RPS14,EIF3G,1849373,1844198,9606.ENSP00000311028,9606.ENSP00000253108,0,0,0,0,0.427,0,0.9,0,0,0.94
EIF4E,EIF3C,1861659,1851492,9606.ENSP00000425561,9606.ENSP00000332604,0,0,0,0,0.084,0,0.9,0.4,0,0.94
FAU,EIF4A1,1861888,1847443,9606.ENSP00000431822,9606.ENSP00000293831,0,0,0,0,0.112,0.334,0.9,0.093,0,0.939
SOS1,HSP90AA1,1858968,1851814,9606.ENSP00000384675,9606.ENSP00000335153,0,0,0,0,0,0.403,0.9,0.065,0,0.939
PCNA,RPS27A,1856984,1846244,9606.ENSP00000368438,9606.ENSP00000272317,0,0,0,0,0,0.932,0,0.135,0,0.939
CUL1,RPS27A,1850867,1846244,9606.ENSP00000326804,9606.ENSP00000272317,0,0,0,0,0,0.308,0.9,0.197,0,0.939
FOXO1,RICTOR,1857055,1853522,9606.ENSP00000368880,9606.ENSP00000349959,0,0,0,0,0,0,0,0.939,0,0.939
RPS3,EIF3B,1861952,1854079,9606.ENSP00000433821,9606.ENSP00000354125,0,0,0,0,0.288,0,0.9,0.219,0,0.939
CCNB1,CCND1,1844435,1843117,9606.ENSP00000256442,9606.ENSP00000227507,0,0,0,0.65,0.105,0.087,0.9,0.9,0,0.939
CUL1,PSMD7,1850867,1842741,9606.ENSP00000326804,9606.ENSP00000219313,0,0,0,0,0,0.302,0.9,0.2,0,0.939
RPS10,EIF3G,1853151,1844198,9606.ENSP00000347271,9606.ENSP00000253108,0,0,0,0,0.403,0.074,0.9,0,0,0.939
RPS27A,CUL3,1846244,1845542,9606.ENSP00000272317,9606.ENSP00000264414,0,0,0,0,0,0.308,0.9,0.197,0,0.939
TSC2,SIRT1,1842755,1842473,9606.ENSP00000219476,9606.ENSP00000212015,0,0,0,0,0,0.576,0,0.861,0,0.938
ACTR2,RAC1,1856793,1853302,9606.ENSP00000367220,9606.ENSP00000348461,0,0,0,0,0.07,0,0.9,0.393,0,0.938
MDM2,RPS14,1861282,1849373,9606.ENSP00000417281,9606.ENSP00000311028,0,0,0,0,0,0.916,0,0.301,0,0.938
RPS3,EIF3D,1861952,1842561,9606.ENSP00000433821,9606.ENSP00000216190,0,0,0,0,0.288,0,0.9,0.206,0,0.938
RHOA,PTPN1,1860210,1855520,9606.ENSP00000400175,9606.ENSP00000360683,0,0,0,0,0,0.079,0.9,0.386,0,0.938
CDK1,SRC,1858283,1853652,9606.ENSP00000378699,9606.ENSP00000350941,0,0,0.254,0.685,0,0.107,0.9,0.925,0,0.938
RPS6,EIF3C,1857216,1851492,9606.ENSP00000369757,9606.ENSP00000332604,0,0,0,0,0.276,0,0.9,0.202,0,0.937
RAC1,ACTR3,1853302,1845311,9606.ENSP00000348461,9606.ENSP00000263238,0,0,0,0,0,0,0.9,0.4,0,0.937
CDK2,PSMD10,1845906,1842679,9606.ENSP00000266970,9606.ENSP00000217958,0,0,0,0,0,0.149,0.9,0.323,0,0.937
GSK3B,PARD6A,1850681,1842735,9606.ENSP00000324806,9606.ENSP00000219255,0,0,0,0,0,0,0.9,0.396,0,0.937
CUL1,PSMD11,1850867,1844971,9606.ENSP00000326804,9606.ENSP00000261712,0,0,0,0,0.112,0.301,0.9,0.11,0,0.937
SMAD2,CDH1,1845079,1844988,9606.ENSP00000262160,9606.ENSP00000261769,0,0,0,0,0,0,0,0.937,0,0.937
CCND3,GSK3B,1855798,1850681,9606.ENSP00000362082,9606.ENSP00000324806,0,0,0,0,0,0,0.8,0.702,0,0.937
RPS21,EIF3G,1852991,1844198,9606.ENSP00000345957,9606.ENSP00000253108,0,0,0,0,0.402,0,0.9,0,0,0.937
RHOA,IRS1,1860210,1848682,9606.ENSP00000400175,9606.ENSP00000304895,0,0,0,0,0,0,0.9,0.396,0,0.937
FAU,EIF4E,1861888,1861659,9606.ENSP00000431822,9606.ENSP00000425561,0,0,0,0,0.081,0.294,0.9,0.134,0,0.936
FAU,EIF3I,1861888,1855943,9606.ENSP00000431822,9606.ENSP00000362688,0,0,0,0,0.119,0.334,0.9,0,0,0.936
PSMB2,CDK2,1855861,1845906,9606.ENSP00000362334,9606.ENSP00000266970,0,0,0,0,0.072,0.367,0.9,0,0,0.936
CDC42,ARPC2,1849707,1847604,9606.ENSP00000314458,9606.ENSP00000295685,0,0,0,0,0.065,0,0.9,0.379,0,0.936
CDK1,PSMB2,1858283,1855861,9606.ENSP00000378699,9606.ENSP00000362334,0,0,0,0,0.072,0.367,0.9,0,0,0.936
PSMB1,SKP1,1845087,1843292,9606.ENSP00000262193,9606.ENSP00000231487,0,0,0,0,0.27,0.13,0.9,0.121,0,0.936
RPS15,EIF4A1,1863987,1847443,9606.ENSP00000467676,9606.ENSP00000293831,0,0,0,0,0.245,0.077,0.9,0.196,0,0.936
FAU,EIF3C,1861888,1851492,9606.ENSP00000431822,9606.ENSP00000332604,0,0,0,0,0.109,0.34,0.9,0,0,0.936
RPS13,EIF3F,1862013,1849251,9606.ENSP00000435777,9606.ENSP00000310040,0,0,0,0,0.331,0,0.9,0.127,0,0.936
EGFR,IQGAP1,1846445,1846003,9606.ENSP00000275493,9606.ENSP00000268182,0,0,0,0,0,0.576,0,0.854,0,0.935
PSMD9,PSMA6,1862152,1844920,9606.ENSP00000440485,9606.ENSP00000261479,0,0,0,0,0.071,0,0.9,0.362,0,0.935
FBXW7,FBXO9,1846740,1843715,9606.ENSP00000281708,9606.ENSP00000244426,0,0,0,0,0,0,0.9,0.381,0,0.935
PSMC6,CDKN1B,1860306,1843169,9606.ENSP00000401802,9606.ENSP00000228872,0,0,0,0,0,0,0.9,0.38,0,0.935
FAU,EIF3A,1861888,1854958,9606.ENSP00000431822,9606.ENSP00000358140,0,0,0,0,0,0.382,0.9,0,0,0.935
CDKN1B,SIRT1,1843169,1842473,9606.ENSP00000228872,9606.ENSP00000212015,0,0,0,0,0,0,0.9,0.381,0,0.935
RPS3,EIF4E,1861952,1861659,9606.ENSP00000433821,9606.ENSP00000425561,0,0,0,0,0.263,0,0.9,0.2,0,0.935
EIF4G1,RPS15A,1852064,1850066,9606.ENSP00000338020,9606.ENSP00000318646,0,0,0,0,0,0.376,0.9,0.045,0,0.935
EIF4G1,EIF3D,1852064,1842561,9606.ENSP00000338020,9606.ENSP00000216190,0,0,0,0,0.069,0,0.9,0.359,0,0.935
PCNA,CUL4A,1856984,1856298,9606.ENSP00000368438,9606.ENSP00000364589,0,0,0,0,0,0.874,0,0.506,0,0.935
TGFBR1,PARD6A,1856216,1842735,9606.ENSP00000364133,9606.ENSP00000219255,0,0,0,0,0,0.195,0.9,0.261,0,0.935
CUL3,PSMD7,1845542,1842741,9606.ENSP00000264414,9606.ENSP00000219313,0,0,0,0,0,0.302,0.9,0.15,0,0.935
PSMA5,CDK2,1846187,1845906,9606.ENSP00000271308,9606.ENSP00000266970,0,0,0,0,0.073,0.353,0.9,0,0,0.934
PSMD9,PSMB7,1862152,1844696,9606.ENSP00000440485,9606.ENSP00000259457,0,0,0,0,0,0.083,0.9,0.341,0,0.934
RPS4X,EIF3B,1855955,1854079,9606.ENSP00000362744,9606.ENSP00000354125,0,0,0,0,0.288,0.141,0.9,0.054,0,0.934
CCNA1,CCND1,1844380,1843117,9606.ENSP00000255465,9606.ENSP00000227507,0,0,0,0.676,0.092,0.097,0.9,0.81,0,0.934
GSK3B,PXN,1850681,1843137,9606.ENSP00000324806,9606.ENSP00000228307,0,0,0,0,0,0.59,0,0.846,0,0.934
RPS27A,CDK2,1846244,1845906,9606.ENSP00000272317,9606.ENSP00000266970,0,0,0,0,0,0.357,0.9,0.064,0,0.934
AURKB,FBXW7,1863844,1846740,9606.ENSP00000463999,9606.ENSP00000281708,0,0,0,0,0,0.576,0,0.851,0,0.934
PCNA,PRKDC,1856984,1849621,9606.ENSP00000368438,9606.ENSP00000313420,0,0,0,0,0.065,0.831,0,0.617,0,0.934
RHOA,RAC1,1860210,1853302,9606.ENSP00000400175,9606.ENSP00000348461,0,0,0.504,0.954,0.081,0.297,0.9,0.959,0,0.934
RPS15,EIF3E,1863987,1842805,9606.ENSP00000467676,9606.ENSP00000220849,0,0,0,0,0.234,0,0.9,0.211,0,0.934
CUL3,PSMD11,1845542,1844971,9606.ENSP00000264414,9606.ENSP00000261712,0,0,0,0,0,0.301,0.9,0.14,0,0.934
PSMD14,CUL3,1859182,1845542,9606.ENSP00000386541,9606.ENSP00000264414,0,0,0,0,0,0.302,0.9,0.14,0,0.934
CDK4,CCNA1,1844551,1844380,9606.ENSP00000257904,9606.ENSP00000255465,0,0,0,0,0.114,0.405,0,0.886,0,0.934
EIF4A1,RPS16,1847443,1844060,9606.ENSP00000293831,9606.ENSP00000251453,0,0,0,0,0.228,0,0.9,0.216,0,0.934
RPS3,HSP90AA1,1861952,1851814,9606.ENSP00000433821,9606.ENSP00000335153,0,0,0,0,0.168,0.566,0,0.832,0,0.934
EIF3I,RPS27A,1855943,1846244,9606.ENSP00000362688,9606.ENSP00000272317,0,0,0,0,0.184,0.21,0.9,0.092,0,0.933
PSMC2,CDK2,1847374,1845906,9606.ENSP00000292644,9606.ENSP00000266970,0,0,0,0,0,0.327,0.9,0.092,0,0.933
FAU,EIF3B,1861888,1854079,9606.ENSP00000431822,9606.ENSP00000354125,0,0,0,0,0.097,0.302,0.9,0.065,0,0.933
PCNA,BIRC5,1856984,1848314,9606.ENSP00000368438,9606.ENSP00000301633,0,0,0,0,0.123,0,0,0.926,0,0.933
CDK1,PSMC2,1858283,1847374,9606.ENSP00000378699,9606.ENSP00000292644,0,0,0,0,0,0.327,0.9,0.092,0,0.933
RPS15,EIF4E,1863987,1861659,9606.ENSP00000467676,9606.ENSP00000425561,0,0,0,0,0.279,0,0.9,0.151,0,0.933
CCND3,CCNB1,1855798,1844435,9606.ENSP00000362082,9606.ENSP00000256442,0,0,0,0.69,0.105,0.087,0.9,0.804,0,0.933
RPS27A,PSMD8,1846244,1842478,9606.ENSP00000272317,9606.ENSP00000215071,0,0,0,0,0.065,0.299,0.9,0.093,0,0.932
PSMD1,CDK2,1849179,1845906,9606.ENSP00000309474,9606.ENSP00000266970,0,0,0,0,0,0.299,0.9,0.12,0,0.932
RPS4X,EIF3E,1855955,1842805,9606.ENSP00000362744,9606.ENSP00000220849,0,0,0,0,0.346,0,0.9,0.057,0,0.932
STIP1,SKP1,1848791,1843292,9606.ENSP00000305958,9606.ENSP00000231487,0,0,0,0,0,0,0,0.932,0,0.932
RPS20,EIF4E,1861789,1861659,9606.ENSP00000429374,9606.ENSP00000425561,0,0,0,0,0.277,0,0.9,0.143,0,0.932
RPS3A,EIF4A1,1853009,1847443,9606.ENSP00000346050,9606.ENSP00000293831,0,0,0,0,0.212,0.102,0.9,0.16,0,0.932
HSP90AA1,RPS27A,1851814,1846244,9606.ENSP00000335153,9606.ENSP00000272317,0,0,0,0,0,0.298,0.9,0.12,0,0.932
SOS1,INSR,1858968,1848574,9606.ENSP00000384675,9606.ENSP00000303830,0,0,0,0,0,0.102,0.9,0.307,0,0.932
SRC,HSP90AB1,1853652,1850780,9606.ENSP00000350941,9606.ENSP00000325875,0,0,0,0,0,0.096,0.9,0.31,0,0.932
RPS27A,SKP1,1846244,1843292,9606.ENSP00000272317,9606.ENSP00000231487,0,0,0,0,0,0.235,0.9,0.19,0,0.932
EIF4E,EIF3A,1861659,1854958,9606.ENSP00000425561,9606.ENSP00000358140,0,0,0,0,0.085,0,0.9,0.322,0,0.932
RPS7,EIF3F,1852173,1849251,9606.ENSP00000339095,9606.ENSP00000310040,0,0,0,0,0.28,0.111,0.9,0.074,0,0.932
EIF3B,RPS7,1854079,1852173,9606.ENSP00000354125,9606.ENSP00000339095,0,0,0,0,0.224,0.189,0.9,0,0,0.931
STIP1,CDC37,1848791,1842879,9606.ENSP00000305958,9606.ENSP00000222005,0,0,0,0,0.118,0.805,0,0.629,0,0.931
EIF4A1,RPS11,1847443,1846167,9606.ENSP00000293831,9606.ENSP00000270625,0,0,0,0,0.223,0.104,0.9,0.137,0,0.931
EIF4E,RPS26,1861659,1853363,9606.ENSP00000425561,9606.ENSP00000348849,0,0,0,0,0.114,0,0.9,0.285,0,0.931
SOS1,IRS1,1858968,1848682,9606.ENSP00000384675,9606.ENSP00000304895,0,0,0,0,0,0,0.9,0.346,0,0.931
EIF3F,RPS6KB1,1849251,1843035,9606.ENSP00000310040,9606.ENSP00000225577,0,0,0,0,0,0.571,0,0.846,0,0.931
HC3,PSMC6,1862989,1860306,9606.ENSP00000455744,9606.ENSP00000401802,0,0,0,0,0.439,0.827,0,0.353,0,0.931
RPS11,EIF3G,1846167,1844198,9606.ENSP00000270625,9606.ENSP00000253108,0,0,0,0,0.341,0,0.9,0,0,0.931
PSMD9,PSMA1,1862152,1861079,9606.ENSP00000440485,9606.ENSP00000414359,0,0,0,0,0,0.083,0.9,0.31,0,0.931
CDK1,PSMD7,1858283,1842741,9606.ENSP00000378699,9606.ENSP00000219313,0,0,0,0,0,0.227,0.9,0.181,0,0.931
RPS24,EIF4A1,1861076,1847443,9606.ENSP00000414321,9606.ENSP00000293831,0,0,0,0,0.157,0.1,0.9,0.201,0,0.931
RPS23,EIF3G,1847772,1844198,9606.ENSP00000296674,9606.ENSP00000253108,0,0,0,0,0.277,0,0.9,0.124,0,0.931
EIF4EBP1,CCND1,1852358,1843117,9606.ENSP00000340691,9606.ENSP00000227507,0,0,0,0,0,0,0,0.93,0,0.93
SOS1,PTK2,1858968,1852426,9606.ENSP00000384675,9606.ENSP00000341189,0,0,0,0,0,0,0.9,0.329,0,0.93
CDK1,PSMD1,1858283,1849179,9606.ENSP00000378699,9606.ENSP00000309474,0,0,0,0,0,0.299,0.9,0.092,0,0.93
PSMC3,RPS27A,1847998,1846244,9606.ENSP00000298852,9606.ENSP00000272317,0,0,0,0,0,0.258,0.9,0.139,0,0.93
PSMB4,RPS27A,1847239,1846244,9606.ENSP00000290541,9606.ENSP00000272317,0,0,0,0,0.094,0.149,0.9,0.204,0,0.93
CDK2,RRM2B,1845906,1844085,9606.ENSP00000266970,9606.ENSP00000251810,0,0,0,0,0.879,0,0,0.452,0,0.93
RPS15A,EIF4A1,1850066,1847443,9606.ENSP00000318646,9606.ENSP00000293831,0,0,0,0,0.223,0,0.9,0.175,0,0.93
RPS27A,PSMB3,1846244,1843022,9606.ENSP00000272317,9606.ENSP00000225426,0,0,0,0,0.086,0.301,0.9,0,0,0.93
PSMA7,SKP1,1855365,1843292,9606.ENSP00000359910,9606.ENSP00000231487,0,0,0,0,0.176,0.109,0.9,0.159,0,0.93
RPS28,EIF3A,1864786,1854958,9606.ENSP00000472469,9606.ENSP00000358140,0,0,0,0,0.112,0,0.9,0.279,0,0.93
RPS27A,PSMC4,1846244,1842267,9606.ENSP00000272317,9606.ENSP00000157812,0,0,0,0,0,0.258,0.9,0.139,0,0.93
RPS27A,PSMC1,1846244,1844882,9606.ENSP00000272317,9606.ENSP00000261303,0,0,0,0,0,0.258,0.9,0.139,0,0.93
DOCK1,AKT1,1846665,1846136,9606.ENSP00000280333,9606.ENSP00000270202,0,0,0,0,0,0,0,0.929,0,0.93
PSMC6,RPS27A,1860306,1846244,9606.ENSP00000401802,9606.ENSP00000272317,0,0,0,0,0,0.258,0.9,0.139,0,0.93
PSMC6,CDKN1A,1860306,1843736,9606.ENSP00000401802,9606.ENSP00000244741,0,0,0,0,0,0,0.9,0.33,0,0.93
PSMD9,PSMB10,1862152,1853696,9606.ENSP00000440485,9606.ENSP00000351314,0,0,0,0,0,0.083,0.9,0.307,0,0.93
PSMC2,RPS27A,1847374,1846244,9606.ENSP00000292644,9606.ENSP00000272317,0,0,0,0,0,0.258,0.9,0.139,0,0.93
RPS15A,EIF3G,1850066,1844198,9606.ENSP00000318646,9606.ENSP00000253108,0,0,0,0,0.276,0.063,0.9,0.101,0,0.93
EIF3F,RPS27A,1849251,1846244,9606.ENSP00000310040,9606.ENSP00000272317,0,0,0,0,0.141,0.161,0.9,0.145,0,0.93
PSMC5,RPS27A,1849313,1846244,9606.ENSP00000310572,9606.ENSP00000272317,0,0,0,0,0,0.258,0.9,0.139,0,0.93
RICTOR,GSK3B,1853522,1850681,9606.ENSP00000349959,9606.ENSP00000324806,0,0,0,0,0,0,0,0.929,0,0.929
PSMD13,RPS27A,1859976,1846244,9606.ENSP00000396937,9606.ENSP00000272317,0,0,0,0,0,0.302,0.9,0.071,0,0.929
CDK6,CCNA1,1845799,1844380,9606.ENSP00000265734,9606.ENSP00000255465,0,0,0,0,0.114,0.405,0,0.877,0,0.929
ARPC5,CDC42,1853912,1849707,9606.ENSP00000352918,9606.ENSP00000314458,0,0,0,0,0,0,0.9,0.32,0,0.929
CRK,RPS6KB1,1848191,1843035,9606.ENSP00000300574,9606.ENSP00000225577,0,0,0,0,0,0,0.9,0.327,0,0.929
AKT1,ARHGDIA,1846136,1846084,9606.ENSP00000270202,9606.ENSP00000269321,0,0,0,0,0,0,0,0.928,0,0.929
JUN,IRS1,1855436,1848682,9606.ENSP00000360266,9606.ENSP00000304895,0,0,0,0,0,0,0,0.929,0,0.929
RPS19,EIF4E,1864285,1861659,9606.ENSP00000470004,9606.ENSP00000425561,0,0,0,0,0.223,0,0.9,0.17,0,0.929
CDK1,RRM2B,1858283,1844085,9606.ENSP00000378699,9606.ENSP00000251810,0,0,0,0,0.879,0,0,0.439,0,0.929
CDK1,PSMD8,1858283,1842478,9606.ENSP00000378699,9606.ENSP00000215071,0,0,0,0,0,0.297,0.9,0.072,0,0.929
PSMD1,RPS27A,1849179,1846244,9606.ENSP00000309474,9606.ENSP00000272317,0,0,0,0,0,0.247,0.9,0.13,0,0.928
EIF3G,RPS5,1844198,1842374,9606.ENSP00000253108,9606.ENSP00000196551,0,0,0,0,0.284,0,0.9,0.081,0,0.928
EIF3H,EIF4A1,1861812,1847443,9606.ENSP00000429931,9606.ENSP00000293831,0,0,0,0,0.158,0,0.9,0.217,0,0.928
RPS7,EIF3E,1852173,1842805,9606.ENSP00000339095,9606.ENSP00000220849,0,0,0,0,0.252,0,0.9,0.115,0,0.928
PSMC3,CDK2,1847998,1845906,9606.ENSP00000298852,9606.ENSP00000266970,0,0,0,0,0,0.244,0.9,0.126,0,0.928
BTRC,FBXW7,1855188,1846740,9606.ENSP00000359206,9606.ENSP00000281708,0,0,0.476,0.756,0.071,0,0.9,0.712,0,0.928
PSMB2,SKP1,1855861,1843292,9606.ENSP00000362334,9606.ENSP00000231487,0,0,0,0,0.143,0.13,0.9,0.155,0,0.928
CCNA2,SKP1,1846354,1843292,9606.ENSP00000274026,9606.ENSP00000231487,0,0,0,0,0,0.863,0,0.493,0,0.928
JUN,CDK4,1855436,1844551,9606.ENSP00000360266,9606.ENSP00000257904,0,0,0,0,0,0.337,0,0.895,0,0.928
CCND1,PSMD10,1843117,1842679,9606.ENSP00000227507,9606.ENSP00000217958,0,0,0,0,0,0,0.9,0.31,0,0.928
CCND3,CCNA1,1855798,1844380,9606.ENSP00000362082,9606.ENSP00000255465,0,0,0,0.736,0.092,0.097,0.9,0.761,0,0.928
CDK1,PSMC5,1858283,1849313,9606.ENSP00000378699,9606.ENSP00000310572,0,0,0,0,0,0.253,0.9,0.121,0,0.928
CCNE1,CCND1,1845190,1843117,9606.ENSP00000262643,9606.ENSP00000227507,0,0,0,0.669,0,0,0.9,0.868,0,0.928
CDK1,PSMC3,1858283,1847998,9606.ENSP00000378699,9606.ENSP00000298852,0,0,0,0,0,0.244,0.9,0.126,0,0.928
